2170	Care Worker and Nursing Assistant based in Seoul, 4 years in the field. Colleagues point to Coordination, Physical Strength, Service Orientation and Flexibility and Balance as my strengths. Educational background: an associate degree in humanities. A national professional licence on record.
2171	5 years of hands-on work as a Street Cleaner and Recycling Collector. Colleagues point to Physical Strength and Auditory Attention as my strengths. Holds a high school diploma in humanities.
2172	I have spent 7 years working as a Railway Signaller and Traffic Controller. Colleagues point to Operation Monitoring, Transportation and Reaction Time and Speed as my strengths. Studied engineering, a bachelor's degree. Based in South Gyeongsang.
2173	An associate degree in social sciences. I have spent 6 years working as a Arts and Culture Manager. Comfortable with Administration and Management, Design and Management of Personnel Resources. Also holds a Professional Engineer licence. Based in South Chungcheong.
2174	Working as a Paper Products Machine Operator for 12 years. Colleagues point to Operation and Control, Operation Monitoring and Production and Processing as my strengths. Educational background: a high school diploma in humanities.
2175	5 years of hands-on work as a Chinese Cuisine Chef. Core competencies: Management of Material Resources and Reaction Time and Speed. Holds a high school diploma in natural sciences. Currently working in Seoul.
2176	Holds an associate degree in engineering. I have spent 6 years working as a Metal Machine Tool Operator. Colleagues point to Control Precision, Operation Monitoring and Mechanical as my strengths. Also holds a Craftsman certificate. Currently working in Busan.
2177	Social Worker. Entry-level practitioner, under a year in role. Comfortable with Psychology, Coordination, Time Management and Therapy and Counseling. A doctoral degree in social sciences. Currently working in Gangwon.
2178	Experienced Social Welfare Manager with 9 years of experience. Most of the role rests on Service Orientation, Management of Material Resources, Persuasion and Administration and Management. Educational background: a master's degree in social sciences. A national professional licence on record.
2179	Holds a bachelor's degree in arts and physical education. I have spent 4 years working as a Fashion Accessories Designer. Strongest areas are Originality, Design and Fine Arts. Also holds a Professional Engineer licence.
2180	Product Designer based in Seoul, 4 years in the field. Day-to-day work draws on Complex Problem Solving, Design and Learning Strategies. A bachelor's degree in arts and physical education. Also holds a Professional Engineer licence.
2181	Veterinary Assistant based in Incheon, under a year in the field. Comfortable with Medicine and Dentistry and Biology. A bachelor's degree in natural sciences.
2182	Holds a bachelor's degree in humanities. Working as a Home-Visit Learning Tutor for 2 years. Strongest areas are Learning Strategies and Time Management.
2183	Holds a bachelor's degree in engineering. Mid-level Traffic Impact Assessor with 3 years of experience. Comfortable with Systems Analysis and Evaluation, Management of Personnel Resources and Spatial Orientation. A professional engineer licence on record. Currently working in Gyeonggi.
2184	Working as a Media Content Creator for 2 years. Most of the role rests on Social Perceptiveness, Fine Arts, Monitoring and Speaking. A bachelor's degree in social sciences.
2185	I have spent 1 year working as a Social Worker. Most of the role rests on Personnel and Human Resources and Reading Comprehension. Studied social sciences, a bachelor's degree. Also holds a national professional licence.
2186	Furniture Maker and Repairer. Early-career practitioner, 2 years in role. Day-to-day work draws on Finger Dexterity, Building and Construction, Design and Production and Processing. A bachelor's degree in engineering. Currently working in Seoul.
2187	7 years of hands-on work as a Telecommunications Equipment Engineer. Colleagues point to Quality Control Analysis, Installation and Active Listening as my strengths. Studied engineering, a bachelor's degree. Currently working in Incheon.
2188	I have spent 4 years working as a Food Engineer. Most of the role rests on Technology Design and Food Production. Holds a master's degree in natural sciences. A professional engineer licence on record.
2189	I have spent 2 years working as a Pharmaceutical Engineer. Colleagues point to Chemistry, Biology and Medicine and Dentistry as my strengths. Educational background: a master's degree in natural sciences. Located in Busan and open to nearby roles.
2190	Early-career Camera Operator with 2 years of experience. Strongest areas are Fine Arts, Equipment Selection, Computers and Electronics and Operation Monitoring. Studied arts and physical education, an associate degree.
2191	Working as a Backup Dancer for 8 years. Comfortable with Reaction Time and Speed, Spatial Orientation and Originality. Studied arts and physical education, a high school diploma. Currently working in Busan.
2192	I have spent 2 years working as a Household Manager. Day-to-day work draws on Service Orientation, Physical Strength, Visual Acuity and Flexibility and Balance. A high school diploma in humanities. Currently working in Seoul.
2193	5 years of hands-on work as a Fruit and Vegetable Processing Machine Operator. Most of the role rests on Food Production, Operation Monitoring and Quality Control Analysis. Holds an associate degree in humanities. Certified with a Craftsman certificate. Based in Gyeonggi.
2194	Coatings and Agrochemicals Engineer based in Gwangju, 2 years in the field. Day-to-day work draws on Quality Control Analysis and Technology Analysis. Studied natural sciences, a bachelor's degree.
2195	I have spent 8 years working as a Airline Pilot. Most of the role rests on Reaction Time and Speed and Number Facility. A bachelor's degree in engineering. Currently working in Gangwon.
2196	Sales and Retail Manager. Mid-level practitioner, 6 years in role. Colleagues point to Management of Personnel Resources, Management of Material Resources and Sales and Marketing as my strengths. Holds a bachelor's degree in social sciences. Also holds a relevant national certificate.
2197	Metals and Materials Engineer based in Gyeonggi, 5 years in the field. Colleagues point to Instructing, Complex Problem Solving, English Language and Memorization as my strengths. A master's degree in engineering. Certified with a Professional Engineer licence.
2198	Holds a bachelor's degree in humanities. Museum Curator. Experienced practitioner, 6 years in role. Strongest areas are History and Archeology and Geography. Currently working in Incheon.
2199	Educational background: a bachelor's degree in engineering. 1 year of hands-on work as a Utilities Operations Manager. Strongest areas are Management of Personnel Resources and Installation. Located in South Gyeongsang and open to nearby roles.
2200	Holds a bachelor's degree in arts and physical education. Working as a Close Protection Officer for 4 years. Strongest areas are Visual Acuity, Physical Strength and Coordination. Also holds a national professional licence. Located in Seoul and open to nearby roles.
2201	3 years of hands-on work as a Online Retail Salesperson. Strongest areas are Sales and Marketing, Monitoring and Management of Financial Resources. A bachelor's degree in social sciences. Located in North Chungcheong and open to nearby roles.
2202	Building Painter. Senior practitioner, 14 years in role. Core competencies: Public Safety and Security and Physical Strength. Holds a high school diploma in humanities.
2203	Web Designer based in Busan, 13 years in the field. Colleagues point to Negotiation and Fine Arts as my strengths. Studied arts and physical education, a bachelor's degree.
2204	Holds a high school diploma in engineering. Working as a Fast Food Preparer for 1 year. Colleagues point to Reaction Time and Speed, Control Precision, Auditory Attention and Flexibility and Balance as my strengths. Located in North Chungcheong and open to nearby roles.
2205	Non-Commissioned Officer. Early-career practitioner, 2 years in role. Most of the role rests on Physical Strength and Instructing. Educational background: a bachelor's degree in humanities. Located in Incheon and open to nearby roles.
2206	I have spent 7 years working as a Human Resources Specialist. Most of the role rests on Negotiation and Monitoring. A bachelor's degree in social sciences. Certified with a national professional licence. Currently working in Seoul.
2207	3 years of hands-on work as a HR and Training Clerk. Colleagues point to Service Orientation, Instructing and Deductive Reasoning as my strengths. Studied social sciences, a bachelor's degree. Currently working in Daegu.
2208	Technical Sales Representative based in Busan, 2 years in the field. Most of the role rests on Memorization and Negotiation. Studied social sciences, a bachelor's degree. Also holds a national professional licence.
2209	Mid-level Livestock Farm Worker with 5 years of experience. Strongest areas are Physical Strength and Biology. Studied social sciences, an associate degree. A professional engineer licence on record. Currently working in Daegu.
2210	Studied health sciences, a bachelor's degree. Healthcare Services Manager. Experienced practitioner, 9 years in role. Day-to-day work draws on Medicine and Dentistry, Personnel and Human Resources, Psychology and Sociology and Anthropology. Also holds an Engineer-grade national certificate.
2211	Experienced Hairdresser with 7 years of experience. Day-to-day work draws on Management of Material Resources and Originality. An associate degree in arts and physical education. Located in Gyeonggi and open to nearby roles.
2212	Studied engineering, a high school diploma. I have spent 2 years working as a Industrial Pipefitter. Day-to-day work draws on Control Precision and Equipment Maintenance. An industrial engineer certificate on record. Based in Gangwon.
2213	Experienced Welder with 8 years of experience. Comfortable with Equipment Selection and Flexibility and Balance. Studied arts and physical education, an associate degree. Also holds a Craftsman certificate. Based in Ulsan.
2214	Holds a master's degree in arts and physical education. Performing Arts and Music Producer based in Seoul, 3 years in the field. Core competencies: Monitoring, Management of Material Resources and Management of Financial Resources.
2215	Care Worker and Nursing Assistant based in Gyeonggi, 2 years in the field. Core competencies: Medicine and Dentistry and Physical Strength. An associate degree in humanities.
2216	Educational background: a bachelor's degree in engineering. I have spent 2 years working as a Air Traffic Controller. Most of the role rests on Operation and Control, Control Precision, Visual Acuity and Programming. Currently working in Seoul.
2217	I have spent 1 year working as a Home Appliance Installer and Repairer. Core competencies: Installation, Finger Dexterity and Equipment Selection. An associate degree in engineering. Located in Seoul and open to nearby roles.
2218	Working as a Publishing and Editorial Clerk for 8 years. Day-to-day work draws on Visual Acuity, Writing, Reading Comprehension and Memorization. Holds a bachelor's degree in arts and physical education. Also holds a Craftsman certificate.
2219	An associate degree in engineering. I have spent 2 years working as a Baker and Pastry Chef. Core competencies: Food Production, Production and Processing, Finger Dexterity and Economics and Accounting. Certified with a Master Craftsman licence.
2220	Sales and Retail Manager based in Gyeonggi, 11 years in the field. Colleagues point to Administration and Management, Complex Problem Solving, Writing and Systems Analysis and Evaluation as my strengths. Educational background: a bachelor's degree in social sciences. Also holds a relevant national certificate.
2221	2 years of hands-on work as a Industrial Painting Machine Operator. Comfortable with Control Precision, Finger Dexterity and Installation. A high school diploma in engineering. A craftsman certificate on record.
2222	I have spent 3 years working as a Certified Public Accountant. Day-to-day work draws on Management of Personnel Resources, Clerical, Judgment and Decision Making and Deductive Reasoning. Studied social sciences, a bachelor's degree. Also holds a national professional licence. Located in Gyeonggi and open to nearby roles.
2223	Information Security Specialist. Experienced practitioner, 6 years in role. Day-to-day work draws on Programming, Operation Monitoring and Telecommunications. Holds a master's degree in engineering. Based in South Chungcheong.
2224	Early-career Corporate Support Manager with 2 years of experience. Day-to-day work draws on Learning Strategies and Economics and Accounting. A bachelor's degree in social sciences.
2225	Mid-level Nursing Assistant with 3 years of experience. Strongest areas are Visual Acuity, Medicine and Dentistry and Reaction Time and Speed. A bachelor's degree in humanities. Certified with a relevant national certificate. Based in Seoul.
2226	Educational background: a bachelor's degree in education. Working as a Primary School Teacher for 19 years. Colleagues point to Speaking, Fine Arts and Persuasion as my strengths. Also holds a national professional licence. Currently working in Gyeonggi.
2227	Holds a master's degree in engineering. Natural Sciences Researcher based in Daejeon, under a year in the field. Comfortable with Writing and Time Management.
2228	Interpreter. Early-career practitioner, 3 years in role. Comfortable with Auditory Attention and Writing. A bachelor's degree in humanities.
2229	General Practitioner. Mid-level practitioner, 5 years in role. Most of the role rests on Memorization and Active Listening. A master's degree in health sciences. A national professional licence on record.
2230	Educational background: an associate degree in engineering. 5 years of hands-on work as a Crane and Forklift Maintenance Technician. Day-to-day work draws on Physical Strength, Operation Monitoring and Finger Dexterity. Based in South Chungcheong.
2231	Educational background: a bachelor's degree in engineering. Early-career Water and Wastewater Treatment Plant Operator with 2 years of experience. Day-to-day work draws on Mechanical and Chemistry. Located in Busan and open to nearby roles.
2232	Studied humanities, a high school diploma. Real Estate Consultant and Broker based in Gyeonggi, 17 years in the field. Most of the role rests on Administration and Management and Economics and Accounting. Certified with a national professional licence.
2233	A bachelor's degree in humanities. Publishing and Editorial Clerk. Mid-level practitioner, 4 years in role. Colleagues point to Writing, Design, Computers and Electronics and Visual Acuity as my strengths.
2234	Holds a master's degree in natural sciences. Cosmetics and Detergent Chemical Engineer. Mid-level practitioner, 5 years in role. Comfortable with Originality, Selective Attention and Chemistry. Based in Seoul.
2235	Garment and Leather Repairer based in South Chungcheong, 4 years in the field. Core competencies: Finger Dexterity, Visual Acuity and Memorization. Holds a high school diploma in humanities. A craftsman certificate on record.
2236	A bachelor's degree in social sciences. Market Research Specialist. Experienced practitioner, 7 years in role. Day-to-day work draws on Negotiation, Writing, Time Management and Deductive Reasoning. Certified with a relevant national certificate. Located in Incheon and open to nearby roles.
2237	Experienced Pharmacist with 6 years of experience. Colleagues point to Medicine and Dentistry, Social Perceptiveness and Chemistry as my strengths. Holds a master's degree in health sciences. Certified with a national professional licence. Based in Gangwon.
2238	Educational background: a high school diploma in social sciences. Working as a Fruit and Vegetable Processing Machine Operator for 1 year. Strongest areas are Operation and Control and Food Production. Based in Gyeonggi.
2239	Holds a high school diploma in engineering. I have spent 2 years working as a Fruit and Vegetable Processing Machine Operator. Day-to-day work draws on Equipment Selection, Control Precision, Troubleshooting and Finger Dexterity. Also holds a Craftsman certificate. Located in South Chungcheong and open to nearby roles.
2240	I have spent 4 years working as a Registered Nurse. Colleagues point to Medicine and Dentistry, Therapy and Counseling, Speaking and Reaction Time and Speed as my strengths. An associate degree in health sciences. Based in Seoul.
2241	I have spent 1 year working as a Street and Mobile Vendor. Core competencies: Food Production and Sales and Marketing. Educational background: a high school diploma in humanities. Currently working in Seoul.
2242	Newspaper Reporter based in Seoul, 3 years in the field. Comfortable with Inductive Reasoning, Deductive Reasoning and Native Language. Educational background: a bachelor's degree in social sciences.
2243	1 year of hands-on work as a Commercial Diver. Core competencies: Flexibility and Balance, Physical Strength, Equipment Selection and Equipment Maintenance. A high school diploma in engineering. Also holds an Industrial Engineer certificate. Currently working in Daegu.
2244	Experienced Production Manager with 8 years of experience. Most of the role rests on Systems Analysis and Evaluation and Operation and Control. Holds a bachelor's degree in natural sciences. Also holds a Professional Engineer licence. Based in Seoul.
2245	Early-career Financial Product Developer with 3 years of experience. Comfortable with Speaking, Administration and Management, Number Facility and Judgment and Decision Making. Holds a master's degree in social sciences. Also holds a national professional licence. Located in Busan and open to nearby roles.
2246	Educational background: an associate degree in engineering. Working as a Facility and Special Security Guard for 2 years. Core competencies: Spatial Orientation and Auditory Attention. Based in Gyeonggi.
2247	2 years of hands-on work as a Civil Safety and Environmental Engineer. Colleagues point to Engineering and Technology and Physics as my strengths. Educational background: a bachelor's degree in engineering. Also holds a Professional Engineer licence. Currently working in Incheon.
2248	Holds a high school diploma in engineering. Senior Street and Mobile Vendor with 14 years of experience. Day-to-day work draws on Food Production, Sales and Marketing, Flexibility and Balance and Transportation. Located in Gyeonggi and open to nearby roles.
2249	Computer Instructor. Experienced practitioner, 11 years in role. Strongest areas are Instructing, Computers and Electronics, Learning Strategies and Speaking. A bachelor's degree in social sciences. Also holds a relevant national certificate. Based in Gyeonggi.
2250	3 years of hands-on work as a Rubber and Plastic Products Assembler. Strongest areas are Production and Processing, Reaction Time and Speed, Operation and Control and Finger Dexterity. A high school diploma in humanities. Certified with an Industrial Engineer certificate. Currently working in South Gyeongsang.
2251	Working as a Welder for 5 years. Comfortable with Operation and Control, Operation Monitoring and Public Safety and Security. Holds an associate degree in engineering. Certified with a Professional Engineer licence. Based in South Gyeongsang.
2252	Backup Dancer based in Daegu, 9 years in the field. Core competencies: Spatial Orientation, Reaction Time and Speed, Flexibility and Balance and Finger Dexterity. An associate degree in humanities.
2253	Aircraft Maintenance Technician based in Gyeonggi, 1 year in the field. Core competencies: Operation and Control and Operation Monitoring. Educational background: a bachelor's degree in engineering. Certified with an Industrial Engineer certificate.
2254	11 years of hands-on work as a Power Plant Engineer. Core competencies: Category Flexibility and Spatial Orientation. Studied engineering, a bachelor's degree. A professional engineer licence on record. Based in Busan.
2255	Backup Dancer. Senior practitioner, 20 years in role. Day-to-day work draws on Reaction Time and Speed, Flexibility and Balance and Finger Dexterity. Educational background: a high school diploma in humanities. Located in Seoul and open to nearby roles.
2256	5 years of hands-on work as a Information Security Specialist. Day-to-day work draws on Category Flexibility, Telecommunications and Systems Analysis and Evaluation. Holds a master's degree in social sciences. A relevant national certificate on record. Currently working in Incheon.
2257	2 years of hands-on work as a Power Generation and Distribution Plant Operator. Comfortable with Operation Monitoring, Equipment Maintenance and Installation. A high school diploma in engineering. Also holds a national professional licence. Currently working in Gyeonggi.
2258	Welder. Mid-level practitioner, 3 years in role. Strongest areas are Flexibility and Balance, Operation Monitoring and Finger Dexterity. Holds a high school diploma in humanities. Currently working in South Gyeongsang.
2259	I have spent 2 years working as a Textile Manufacturing Machine Operator. Strongest areas are Production and Processing, Physical Strength, Mechanical and Physics. Studied engineering, a high school diploma. Also holds a Professional Engineer licence.
2260	I have spent 2 years working as a Telecommunications Equipment Installer and Repairer. Strongest areas are Equipment Maintenance, Troubleshooting, Operation and Control and Computers and Electronics. Holds a bachelor's degree in engineering. An industrial engineer certificate on record. Located in North Jeolla and open to nearby roles.
2261	Wood Processing Machine Operator. Early-career practitioner, 2 years in role. Comfortable with Visual Acuity and Equipment Maintenance. A high school diploma in engineering. Based in Busan.
2262	Educational background: an associate degree in social sciences. Broadcast Transmission Equipment Engineer. Senior practitioner, 25 years in role. Strongest areas are Communications and Media and Monitoring.
2263	A high school diploma in humanities. Early-career Butcher and Meat Processor with 2 years of experience. Core competencies: Food Production, Biology, Production and Processing and Control Precision. Also holds a Craftsman certificate. Located in Gangwon and open to nearby roles.
2264	An associate degree in social sciences. Working as a Tourism Service Attendant for 2 years. Most of the role rests on Speaking and History and Archeology. Located in Seoul and open to nearby roles.
2265	I have spent 4 years working as a Art Therapist. Day-to-day work draws on Fine Arts and Social Perceptiveness. Holds a bachelor's degree in humanities. Also holds a relevant national certificate.
2266	Barber. Mid-level practitioner, 3 years in role. Colleagues point to Visual Acuity, Service Orientation, Customer and Personal Service and Management of Material Resources as my strengths. Holds a high school diploma in humanities.
2267	Working as a Academic Subject Instructor for 9 years. Comfortable with Instructing and Learning Strategies. Studied natural sciences, a bachelor's degree. Located in Gyeonggi and open to nearby roles.
2268	Studied engineering, a bachelor's degree. Coatings and Agrochemicals Engineer based in Gyeonggi, 5 years in the field. Comfortable with Originality, Quality Control Analysis, Mathematics and Technology Analysis. Also holds a Professional Engineer licence.
2269	2 years of hands-on work as a Landscape Engineer. Strongest areas are Design, Fine Arts, Equipment Selection and History and Archeology. Studied engineering, a bachelor's degree. An industrial engineer certificate on record. Located in Daegu and open to nearby roles.
2270	Studied social sciences, a bachelor's degree. 7 years of hands-on work as a Licensed Customs Broker. Comfortable with Number Facility, Category Flexibility and English Language. Located in South Gyeongsang and open to nearby roles.
2271	Backup Dancer. Mid-level practitioner, 4 years in role. Core competencies: Spatial Orientation, Flexibility and Balance and Finger Dexterity. Holds a bachelor's degree in humanities.
2272	I have spent 9 years working as a Rubber and Plastic Products Assembler. Colleagues point to Reaction Time and Speed and Production and Processing as my strengths. Holds a high school diploma in engineering. Certified with an Industrial Engineer certificate.
2273	Working as a Care Worker and Nursing Assistant for 4 years. Colleagues point to Physical Strength, Flexibility and Balance, Medicine and Dentistry and Psychology as my strengths. Holds a high school diploma in humanities. A national professional licence on record. Located in Gangwon and open to nearby roles.
2274	I have spent 1 year working as a Sound and Recording Engineer. Strongest areas are Auditory Attention, Equipment Maintenance, Fine Arts and Operation and Control. Educational background: a bachelor's degree in arts and physical education. Certified with a national professional licence.
2275	Educational background: a bachelor's degree in health sciences. Working as a Play Therapist for 4 years. Strongest areas are Psychology, Instructing, Philosophy and Theology and Service Orientation. A relevant national certificate on record.
2276	Museum Curator based in Incheon, 4 years in the field. Strongest areas are Fine Arts and Inductive Reasoning. Holds a bachelor's degree in humanities.
2277	Studied natural sciences, a master's degree. Early-career Data Analyst with 2 years of experience. Day-to-day work draws on Originality and Computers and Electronics. Also holds an Engineer-grade national certificate. Currently working in Daegu.
2278	10 years of hands-on work as a Welder. Most of the role rests on Control Precision, Flexibility and Balance, Public Safety and Security and Troubleshooting. A high school diploma in arts and physical education. Also holds a Craftsman certificate. Currently working in Gyeonggi.
2279	Mid-level Information Security Specialist with 5 years of experience. Most of the role rests on Technology Design, Programming and Technology Analysis. Educational background: a master's degree in engineering. Currently working in Gyeonggi.
2280	Working as a Postal Delivery Worker for 5 years. Comfortable with Control Precision and Time Management. Studied humanities, an associate degree. Located in Seoul and open to nearby roles.
2281	4 years of hands-on work as a Construction and Mining Labourer. Most of the role rests on Auditory Attention and Flexibility and Balance. Studied engineering, a bachelor's degree.
2282	I have spent 4 years working as a Ship and Train Cabin Attendant. Comfortable with Coordination and Service Orientation. Studied social sciences, a bachelor's degree. Based in Seoul.
2283	Holds an associate degree in engineering. Working as a Power Generation and Distribution Plant Operator for 1 year. Day-to-day work draws on Operation Monitoring, Reaction Time and Speed and Computers and Electronics. Certified with an Industrial Engineer certificate. Based in North Gyeongsang.
2284	Working as a Coatings and Agrochemicals Engineer for 4 years. Strongest areas are Equipment Selection, Technology Analysis, Production and Processing and Inductive Reasoning. Educational background: a bachelor's degree in natural sciences. A professional engineer licence on record. Based in Gyeonggi.
2285	Studied engineering, an associate degree. Chemical Processing Plant Operator based in North Chungcheong, under a year in the field. Strongest areas are Reaction Time and Speed, Chemistry, Mechanical and Operation and Control.
2286	Concrete Worker based in Gyeonggi, 3 years in the field. Day-to-day work draws on Building and Construction and Physical Strength. Educational background: a high school diploma in engineering. Also holds an Industrial Engineer certificate.
2287	Educational background: an associate degree in engineering. Mid-level Metalworking Machine Operator with 4 years of experience. Comfortable with Troubleshooting and Flexibility and Balance. Also holds a Craftsman certificate. Currently working in Daejeon.
2288	Educational background: a high school diploma in humanities. Working as a Street and Mobile Vendor for 2 years. Core competencies: Food Production and Service Orientation.
2289	3 years of hands-on work as a Cement and Mineral Products Machine Operator. Comfortable with Quality Control Analysis, Operation Monitoring and Operation and Control. Studied engineering, a high school diploma. Certified with an Industrial Engineer certificate. Based in South Gyeongsang.
2290	6 years of hands-on work as a Dairy Farm Worker. Strongest areas are Biology and Food Production. Studied humanities, a high school diploma. Currently working in Seoul.
2291	I have spent 14 years working as a Speech-Language Therapist. Most of the role rests on Reaction Time and Speed, Psychology and Reading Comprehension. Studied health sciences, a bachelor's degree. A relevant national certificate on record.
2292	Working as a Welder for 8 years. Core competencies: Reaction Time and Speed, Control Precision and Operation Monitoring. A high school diploma in engineering.
2293	Working as a Wallpaper Installer for 4 years. Comfortable with Physical Strength, Visual Acuity and Management of Material Resources. Holds a high school diploma in engineering. Currently working in South Chungcheong.
2294	Broadcast Writer. Mid-level practitioner, 4 years in role. Core competencies: Reading Comprehension, Fine Arts, Negotiation and Memorization. A master's degree in humanities.
2295	Studied humanities, a bachelor's degree. 24 years of hands-on work as a Baker and Pastry Chef. Core competencies: Food Production, Finger Dexterity, Quality Control Analysis and Visual Acuity.
2296	Mid-level Commissioned Military Officer with 4 years of experience. Comfortable with Instructing, Judgment and Decision Making, Social Perceptiveness and Time Management. A bachelor's degree in social sciences. Located in Gyeonggi and open to nearby roles.
2297	2 years of hands-on work as a Wedding Planner. Day-to-day work draws on Service Orientation, Coordination, Originality and Social Perceptiveness. Educational background: an associate degree in humanities.
2298	Working as a Internal Audit Clerk for 11 years. Colleagues point to Negotiation, Writing, Judgment and Decision Making and Deductive Reasoning as my strengths. Studied social sciences, a master's degree.
2299	Network and Cloud Administrator. Early-career practitioner, 2 years in role. Most of the role rests on Deductive Reasoning, Operation Monitoring and Programming. An associate degree in engineering. A professional engineer licence on record. Currently working in Gyeonggi.
2300	Educational background: an associate degree in natural sciences. 2 years of hands-on work as a Plating and Metal Spraying Operator. Colleagues point to Chemistry and Public Safety and Security as my strengths. A professional engineer licence on record.
2301	Non-Commissioned Officer. Early-career practitioner, 2 years in role. Core competencies: Physical Strength, Flexibility and Balance, Reaction Time and Speed and Category Flexibility. Studied engineering, a high school diploma. Based in Daegu.
2302	Studied social sciences, a bachelor's degree. Commissioned Military Officer. Mid-level practitioner, 3 years in role. Day-to-day work draws on Physical Strength and Social Perceptiveness. Currently working in Gyeonggi.
2303	Educational background: a bachelor's degree in engineering. Civil Works Supervision Engineer based in Seoul, 2 years in the field. Strongest areas are Quality Control Analysis, Reading Comprehension and Technology Design. A professional engineer licence on record.
2304	3 years of hands-on work as a Backup Dancer. Strongest areas are Flexibility and Balance, Originality and Control Precision. Holds a high school diploma in humanities. Based in Gyeonggi.
2305	Boilermaker. Early-career practitioner, 3 years in role. Comfortable with Finger Dexterity, Equipment Maintenance, Operation Monitoring and Physical Strength. Studied engineering, a high school diploma. Certified with a Master Craftsman licence. Located in Gyeonggi and open to nearby roles.
2306	I have spent 6 years working as a Water and Wastewater Treatment Plant Operator. Day-to-day work draws on Operation Monitoring, Chemistry, Equipment Maintenance and Mechanical. Holds an associate degree in natural sciences. A craftsman certificate on record.
2307	Mid-level Certified Public Accountant with 5 years of experience. Most of the role rests on Judgment and Decision Making and Number Facility. Studied natural sciences, a master's degree. Also holds a national professional licence.
2308	I have spent 4 years working as a Ship and Train Cabin Attendant. Most of the role rests on Auditory Attention, Flexibility and Balance and Visual Acuity. A bachelor's degree in engineering.
2309	Working as a Museum Curator for 4 years. Core competencies: Design and Originality. Holds a bachelor's degree in humanities. Certified with a national professional licence. Located in Gwangju and open to nearby roles.
2310	Educational background: an associate degree in engineering. Facility and Special Security Guard. Mid-level practitioner, 5 years in role. Strongest areas are Flexibility and Balance, Spatial Orientation and Reaction Time and Speed. A national professional licence on record. Currently working in Sejong.
2311	9 years of hands-on work as a Translator. Core competencies: Writing, Fine Arts and Philosophy and Theology. Educational background: a bachelor's degree in humanities. A relevant national certificate on record. Currently working in Gyeonggi.
2312	Non-Commissioned Officer based in Incheon, 3 years in the field. Core competencies: Systems Analysis and Evaluation and Instructing. Holds a high school diploma in humanities.
2313	Early-career Cultural Heritage Conservator with 3 years of experience. Comfortable with Finger Dexterity, Chemistry and Equipment Maintenance. Educational background: a master's degree in humanities. Currently working in Incheon.
2314	Chinese Cuisine Chef. Mid-level practitioner, 4 years in role. Most of the role rests on Reaction Time and Speed and Service Orientation. A high school diploma in engineering. Currently working in South Gyeongsang.
2315	Working as a Cartoonist and Animator for 8 years. Strongest areas are Originality, Category Flexibility and Visual Acuity. Educational background: an associate degree in arts and physical education. Located in Seoul and open to nearby roles.
2316	Librarian. Senior practitioner, 16 years in role. Day-to-day work draws on History and Archeology, Reading Comprehension, Therapy and Counseling and Sociology and Anthropology. Educational background: a bachelor's degree in social sciences. Currently working in Seoul.
2317	I have spent 2 years working as a Welder. Comfortable with Finger Dexterity, Reaction Time and Speed and Physical Strength. Educational background: a high school diploma in humanities. Located in Seoul and open to nearby roles.
2318	I have spent 3 years working as a Building Painter. Colleagues point to Physical Strength, Building and Construction and Mechanical as my strengths. Holds an associate degree in arts and physical education.
2319	Arts Instructor. Mid-level practitioner, 5 years in role. Colleagues point to Therapy and Counseling, Instructing and Learning Strategies as my strengths. Studied arts and physical education, an associate degree. Based in Seoul.
2320	Mid-level Metalworking Machine Operator with 5 years of experience. Comfortable with Reaction Time and Speed and Operation Monitoring. An associate degree in engineering. Currently working in North Jeolla.
2321	Outside Plant Electrician. Senior practitioner, 20 years in role. Strongest areas are Installation, Equipment Selection and Operation Monitoring. Holds a high school diploma in engineering. An industrial engineer certificate on record. Located in North Jeolla and open to nearby roles.
2322	Bank Teller based in Seoul, 6 years in the field. Core competencies: Management of Financial Resources, Administration and Management and Service Orientation. Educational background: a high school diploma in social sciences. Also holds a Craftsman certificate.
2323	Working as a Chinese Cuisine Chef for 7 years. Most of the role rests on Time Management, Service Orientation and Food Production. A high school diploma in natural sciences.
2324	Coatings and Agrochemicals Engineer based in Gyeonggi, 8 years in the field. Most of the role rests on Technology Design and Chemistry. Educational background: a bachelor's degree in natural sciences. Certified with a Professional Engineer licence.
2325	2 years of hands-on work as a Waterproofing Worker. Colleagues point to Building and Construction, Flexibility and Balance, Troubleshooting and Equipment Maintenance as my strengths. Studied engineering, a high school diploma. A craftsman certificate on record. Currently working in Gyeonggi.
2326	A bachelor's degree in engineering. I have spent 3 years working as a Structural Engineer. Most of the role rests on Mathematics, Building and Construction, Physics and Technology Analysis. Currently working in Gyeonggi.
2327	Working as a Mobile Device and Telecom Sales Representative for under a year. Most of the role rests on Sales and Marketing, Therapy and Counseling, Geography and Social Perceptiveness. An associate degree in humanities. A relevant national certificate on record.
2328	I have spent 3 years working as a Plant Machinery Engineer. Core competencies: Building and Construction, Equipment Selection, Physics and Chemistry. A bachelor's degree in natural sciences.
2329	Holds a bachelor's degree in engineering. Working as a Visual Designer for 2 years. Comfortable with Originality, Time Management, Social Perceptiveness and Negotiation.
2330	Working as a Fruit and Vegetable Processing Machine Operator for 12 years. Comfortable with Food Production, Control Precision and Finger Dexterity. Studied natural sciences, an associate degree. Located in Busan and open to nearby roles.
